5.000000000000000278e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.000000000000000056e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.500000000000000222e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
2.000000000000000111e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
2.500000000000000000e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
2.999999999999999889e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
3.499999999999999778e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
3.999999999999999667e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
4.499999999999999556e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
4.999999999999999445e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
5.499999999999999334e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
5.999999999999999778e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
6.500000000000000222e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
7.000000000000000666e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
7.500000000000001110e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
8.000000000000001554e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
8.500000000000001998e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
9.000000000000002442e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
9.500000000000002887e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.000000000000000222e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.050000000000000266e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.100000000000000311e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.150000000000000355e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.200000000000000400e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.250000000000000444e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.300000000000000488e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.350000000000000533e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.400000000000000577e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.450000000000000622e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.500000000000000666e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.550000000000000711e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.600000000000000755e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.650000000000000799e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.700000000000000844e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.750000000000000888e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.800000000000000933e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.850000000000000977e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1.900000000000001021e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
